STATE,STATEFIPS,COUNTY,COUNTYFIPS,ID,adjust,GEO,YEAR,TP-TotPop,freshPer,PS-GWPop,PS-SWPop,PS-TOPop,PS-WGWFr,PS-WGWSa,PS-WGWTo,PS-WSWFr,PS-WSWSa,PS-WSWTo,PS-WFrTo,PS-WSaTo,PS-Wtotl,DO-SSPop,DO-WGWFr,DO-WSWFr,DO-WFrTo,DO-SSPCp,DO-PSDel,DO-PSPCp,DO-WDelv ,IN-WGWFr,IN-WGWSa,IN-WGWTo,IN-WSWFr,IN-WSWSa,IN-WSWTo,IN-WFrTo,IN-WSaTo,IN-Wtotl,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IC-WGWFr,IC-WSWFr,IC-WFrTo,IC-RecWW,IC-CUsFr,IC-IrSpr,IC-IrMic,IC-IrSur,IC-IrTot,IG-WGWFr,IG-WSWFr,IG-WFrTo,IG-RecWW,IG-CUsFr,IG-IrSpr,IG-IrMic,IG-IrSur,IG-IrTot,LI-WGWFr,LI-WSWFr,LI-WFrTo,AQ-WGWFr,AQ-WGWSa,AQ-WGWTo,AQ-WSWFr,AQ-WSWSa,AQ-WSWTo,AQ-WFrTo,AQ-WSaTo,AQ-Wtotl,MI-WGWFr,MI-WGWSa,MI-WGWTo,MI-WSWFr,MI-WSWSa,MI-WSWTo,MI-WFrTo,MI-WSaTo,MI-Wtotl,PT-WGWFr,PT-WGWSa,PT-WGWTo,PT-WSWFr,PT-WSWSa,PT-WSWTo,PT-WFrTo,PT-WSaTo,PT-Wtotl,PT-RecWW,PT-PSDel,PT-CUsFr,PT-CUsSa,PT-CUTot,PT-Power,PO-WGWFr,PO-WGWSa,PO-WGWTo,PO-WSWFr,PO-WSWSa,PO-WSWTo,PO-WFrTo,PO-WSaTo,PO-Wtotl,PO-RecWW,PO-PSDel,PO-CUsFr,PO-CUsSa,PO-CUTot,PO-Power,PC-WGWFr,PC-WGWSa,PC-WGWTo,PC-WSWFr,PC-WSWSa,PC-WSWTo,PC-WFrTo,PC-WSaTo,PC-Wtotl,PC-RecWW,PC-PSDel,PC-CUsFr,PC-CUsSa,PC-CUTot,PC-Power,TO-WGWFr,TO-WGWSa,TO-WGWTo,TO-WSWFr,TO-WSWSa,TO-WSWTo,TO-WFrTo,TO-WSaTo,TO-Wtotl,TO-CUsFrPartial,TO-CUsSaPartial,TO-CUTotPartial
GA,13,Jeff Davis County,161,13161,,0500000US13161,2015,14.92,0.27613941,6.331,0,6.331,0.9,0,0.9,0,0,0,0.9,0,0.9,8.589,0.64,0,0.64,75,0.56,88,1.2,0.1,0,0.1,0,0,0,0.1,0,0.1,1.46,0.87,2.33,--,2.33,11.01,0.02,0,11.03,1.43,0.87,2.3,--,2.3,10.98,0.02,0,11,0.03,0,0.03,--,0.03,0.03,0,0,0.03,0.09,0.06,0.15,0,--,0,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,3.19,0,3.19,0.93,0,0.93,4.12,0,4.12,2.33,0,2.33
GA,13,Jefferson County,163,13163,,0500000US13163,2015,16.106,1.587607103,9.59,0,9.59,1.32,0,1.32,0,0,0,1.32,0,1.32,6.516,0.49,0,0.49,75,0.89,93,1.38,4.11,0,4.11,2.97,0,2.97,7.08,0,7.08,14.27,1.6,15.87,--,15.87,24.84,0.54,0,25.38,14.24,1.6,15.84,--,15.84,24.81,0.54,0,25.35,0.03,0,0.03,--,0.03,0.03,0,0,0.03,0.39,0.04,0.43,0.37,--,0.37,0.01,--,0.01,0.38,--,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,20.95,0,20.95,4.62,0,4.62,25.57,0,25.57,15.87,0,15.87
GA,13,Jenkins County,165,13165,,0500000US13165,2015,8.957,0.893156191,4.14,0,4.14,0.45,0,0.45,0,0,0,0.45,0,0.45,4.817,0.36,0,0.36,75,0.28,68,0.64,0.07,0,0.07,0,0,0,0.07,0,0.07,5.3,1.55,6.85,--,6.85,11.78,0.08,0,11.86,5.3,1.55,6.85,--,6.85,11.78,0.08,0,11.86,0,0,0,--,0,0,0,0,0,0.12,0.04,0.16,0.11,--,0.11,0,--,0,0.11,--,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,6.41,0,6.41,1.59,0,1.59,8,0,8,6.85,0,6.85
GA,13,Johnson County,167,13167,,0500000US13167,2015,9.656,0.223695112,4.248,0,4.248,0.53,0,0.53,0,0,0,0.53,0,0.53,5.408,0.41,0,0.41,76,0.19,45,0.6,0,0,0,0,0,0,0,0,0,0.91,0.07,0.98,--,0.98,3.18,0,0,3.18,0.91,0.07,0.98,--,0.98,3.18,0,0,3.18,0,0,0,--,0,0,0,0,0,0.22,0.02,0.24,0,--,0,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,2.07,0,2.07,0.09,0,0.09,2.16,0,2.16,0.98,0,0.98
GA,13,Jones County,169,13169,,0500000US13169,2015,28.494,0.158278936,15.349,0,15.349,1.69,0,1.69,1.04,0,1.04,2.73,0,2.73,13.145,0.99,0,0.99,75,1.29,84,2.28,0,0,0,0,0,0,0,0,0,0,0.16,0.16,--,0.16,0.15,0,0,0.15,0,0,0,--,0,0,0,0,0,0,0.16,0.16,--,0.16,0.15,0,0,0.15,0.14,0,0.14,0,--,0,0,--,0,0,--,0,0.48,0,0.48,0.01,0,0.01,0.49,0,0.49,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,3.3,0,3.3,1.21,0,1.21,4.51,0,4.51,0.16,0,0.16
GA,13,Lamar County,171,13171,,0500000US13171,2015,18.201,0.220317565,0.12,7.657,7.777,0.01,0,0.01,1.86,0,1.86,1.87,0,1.87,10.424,0.78,0,0.78,75,1.36,175,2.14,0,0,0,0,0,0,0,0,0,1.02,0.08,1.1,--,1.1,0.57,0,0,0.57,1.02,0,1.02,--,1.02,0.49,0,0,0.49,0,0.08,0.08,--,0.08,0.08,0,0,0.08,0.26,0,0.26,0,--,0,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,2.07,0,2.07,1.94,0,1.94,4.01,0,4.01,1.1,0,1.1
GA,13,Lanier County,173,13173,,0500000US13173,2015,10.312,0.229829325,4.136,0,4.136,0.36,0,0.36,0,0,0,0.36,0,0.36,6.176,0.46,0,0.46,74,0.31,75,0.77,0,0,0,0,0,0,0,0,0,1.35,0.03,1.38,--,1.38,3.81,1.44,0,5.25,1.35,0.03,1.38,--,1.38,3.81,1.44,0,5.25,0,0,0,--,0,0,0,0,0,0.04,0,0.04,0,--,0,0,--,0,0,--,0,0.13,0,0.13,0,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,2.34,0,2.34,0.03,0,0.03,2.37,0,2.37,1.38,0,1.38
GA,13,Laurens County,175,13175,,0500000US13175,2015,47.731,0.437242044,14.533,10.15,24.683,1.64,0,1.64,1.9,0,1.9,3.54,0,3.54,23.048,1.73,0,1.73,75,1.96,79,3.69,1.38,0,1.38,10.16,0,10.16,11.54,0,11.54,2.96,0.93,3.89,--,3.89,10.07,0.04,0,10.11,2.79,0.88,3.67,--,3.67,9.86,0.04,0,9.9,0.17,0.05,0.22,--,0.22,0.21,0,0,0.21,0.13,0.04,0.17,0,--,0,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,7.84,0,7.84,13.03,0,13.03,20.87,0,20.87,3.89,0,3.89
GA,13,Lee County,177,13177,,0500000US13177,2015,29.202,1.043764126,18.727,0,18.727,1.87,0,1.87,0,0,0,1.87,0,1.87,10.475,0.79,0,0.79,75,1.38,74,2.17,0,0,0,0,0,0,0,0,0,23.45,3.81,27.26,--,27.26,41.96,0.87,0,42.83,23.45,3.81,27.26,--,27.26,41.96,0.87,0,42.83,0,0,0,--,0,0,0,0,0,0.41,0.07,0.48,0,--,0,0,--,0,0,--,0,0.08,0,0.08,0,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,26.6,0,26.6,3.88,0,3.88,30.48,0,30.48,27.26,0,27.26
GA,13,Liberty County,179,13179,,0500000US13179,2015,62.467,0.295516032,51.264,0,51.264,6.42,0,6.42,0,0,0,6.42,0,6.42,11.203,0.84,0,0.84,75,3.18,62,4.02,10.43,0,10.43,0.63,0,0.63,11.06,0,11.06,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0.02,0.02,0,--,0,0,--,0,0,--,0,0.03,0,0.03,0.09,0,0.09,0.12,0,0.12,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,17.72,0,17.72,0.74,0,0.74,18.46,0,18.46,0,0,0
GA,13,Lincoln County,181,13181,,0500000US13181,2015,7.673,0.041704679,1.834,3.256,5.09,0.01,0,0.01,0,0,0,0.01,0,0.01,2.583,0.19,0,0.19,74,0.01,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.09,0.03,0.12,0,--,0,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0.29,0,0.29,0.03,0,0.03,0.32,0,0.32,0,0,0
GA,13,Long County,183,13183,,0500000US13183,2015,17.731,0.099261181,4.941,0,4.941,0.51,0,0.51,0,0,0,0.51,0,0.51,12.79,0.96,0,0.96,75,0.3,61,1.26,0,0,0,0,0,0,0,0,0,0,0.05,0.05,--,0.05,0.87,0.02,0,0.89,0,0.05,0.05,--,0.05,0.87,0.02,0,0.89,0,0,0,--,0,0,0,0,0,0,0.07,0.07,0,--,0,0,--,0,0,--,0,0.16,0,0.16,0.01,0,0.01,0.17,0,0.17,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,1.63,0,1.63,0.13,0,0.13,1.76,0,1.76,0.05,0,0.05
GA,13,Lowndes County,185,13185,,0500000US13185,2015,112.865,0.251628051,89.349,0,89.349,13.16,0,13.16,0,0,0,13.16,0,13.16,23.516,1.76,0,1.76,75,7.2,81,8.96,11.26,0,11.26,0,0,0,11.26,0,11.26,1.55,0.48,2.03,--,2.03,6.83,1.49,0,8.32,1.38,0.22,1.6,--,1.6,6.42,1.49,0,7.91,0.17,0.26,0.43,--,0.43,0.41,0,0,0.41,0.1,0.02,0.12,0.07,--,0.07,0,--,0,0.07,--,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,27.9,0,27.9,0.5,0,0.5,28.4,0,28.4,2.03,0,2.03
GA,13,Lumpkin County,187,13187,,0500000US13187,2015,31.408,0.107934284,3.581,4.954,8.535,0.21,0,0.21,1.06,0,1.06,1.27,0,1.27,22.873,1.72,0,1.72,75,0.69,81,2.41,0,0,0,0,0,0,0,0,0,0.19,0.02,0.21,--,0.21,0.2,0,0,0.2,0.09,0.02,0.11,--,0.11,0.1,0,0,0.1,0.1,0,0.1,--,0.1,0.1,0,0,0.1,0.13,0.03,0.16,0,--,0,0,--,0,0,--,0,0,0,0,0.03,0,0.03,0.03,0,0.03,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,2.25,0,2.25,1.14,0,1.14,3.39,0,3.39,0.21,0,0.21
GA,13,McDuffie County,189,13189,,0500000US13189,2015,21.54,0.167130919,0,17.717,17.717,0,0,0,2.59,0,2.59,2.59,0,2.59,3.823,0.29,0,0.29,76,1.14,64,1.43,0,0,0,0,0,0,0,0,0,0.16,0.27,0.43,--,0.43,0.25,0.47,0,0.72,0.16,0.02,0.18,--,0.18,0.01,0.47,0,0.48,0,0.25,0.25,--,0.25,0.24,0,0,0.24,0.18,0.02,0.2,0,--,0,0.09,--,0.09,0.09,--,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0.63,0,0.63,2.97,0,2.97,3.6,0,3.6,0.43,0,0.43
GA,13,McIntosh County,191,13191,,0500000US13191,2015,13.969,0.105948887,10.497,0,10.497,1.04,0,1.04,0,0,0,1.04,0,1.04,3.472,0.26,0,0.26,75,0.94,90,1.2,0.02,0,0.02,0,0,0,0.02,0,0.02,0.16,0,0.16,--,0.16,0.15,0,0,0.15,0,0,0,--,0,0,0,0,0,0.16,0,0.16,--,0.16,0.15,0,0,0.15,0,0,0,0,--,0,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,1.48,0,1.48,0,0,0,1.48,0,1.48,0.16,0,0.16
GA,13,Macon County,193,13193,,0500000US13193,2015,13.632,1.864730047,8.486,0,8.486,1.03,0,1.03,0,0,0,1.03,0,1.03,5.146,0.39,0,0.39,76,0.56,66,0.95,0.53,0,0.53,9.78,0,9.78,10.31,0,10.31,9.33,2.65,11.98,--,11.98,24.88,0.65,0,25.53,9.33,2.65,11.98,--,11.98,24.88,0.65,0,25.53,0,0,0,--,0,0,0,0,0,1.33,0.38,1.71,0,--,0,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,12.61,0,12.61,12.81,0,12.81,25.42,0,25.42,11.98,0,11.98
GA,13,Madison County,195,13195,,0500000US13195,2015,28.441,0.11427165,8.396,0,8.396,0.53,0,0.53,0,0,0,0.53,0,0.53,20.045,1.5,0,1.5,75,0.35,42,1.85,0,0,0,0.11,0,0.11,0.11,0,0.11,0,0.19,0.19,--,0.19,0.18,0,0,0.18,0,0,0,--,0,0,0,0,0,0,0.19,0.19,--,0.19,0.18,0,0,0.18,0.64,0.21,0.85,0,--,0,0,--,0,0,--,0,0.07,0,0.07,0,0,0,0.07,0,0.07,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,2.74,0,2.74,0.51,0,0.51,3.25,0,3.25,0.19,0,0.19
GA,13,Marion County,197,13197,,0500000US13197,2015,8.761,0.582125328,5.554,0,5.554,1.41,0,1.41,0,0,0,1.41,0,1.41,3.207,0.24,0,0.24,75,0.92,166,1.16,0,0,0,0.44,0,0.44,0.44,0,0.44,0.21,0.64,0.85,--,0.85,4.43,0,0,4.43,0.21,0.64,0.85,--,0.85,4.43,0,0,4.43,0,0,0,--,0,0,0,0,0,0.03,0.11,0.14,0,--,0,0,--,0,0,--,0,0.95,0,0.95,1.07,0,1.07,2.02,0,2.02,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,2.84,0,2.84,2.26,0,2.26,5.1,0,5.1,0.85,0,0.85
GA,13,Meriwether County,199,13199,,0500000US13199,2015,21.19,0.077394998,4.786,6.081,10.867,0.18,0,0.18,0.13,0,0.13,0.31,0,0.31,10.323,0.77,0,0.77,75,0.74,68,1.51,0.07,0,0.07,0,0,0,0.07,0,0.07,0.09,0.09,0.18,--,0.18,0.3,0,0,0.3,0.09,0.04,0.13,--,0.13,0.25,0,0,0.25,0,0.05,0.05,--,0.05,0.05,0,0,0.05,0.14,0.06,0.2,0,--,0,0.11,--,0.11,0.11,--,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,1.25,0,1.25,0.39,0,0.39,1.64,0,1.64,0.18,0,0.18
GA,13,Miller County,201,13201,,0500000US13201,2015,5.854,6.182097711,1.895,0,1.895,0.26,0,0.26,0,0,0,0.26,0,0.26,3.959,0.3,0,0.3,76,0.14,74,0.44,0,0,0,0,0,0,0,0,0,34.69,0.53,35.22,--,35.22,56.78,0.04,0,56.82,34.69,0.53,35.22,--,35.22,56.78,0.04,0,56.82,0,0,0,--,0,0,0,0,0,0.4,0.01,0.41,0,--,0,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,35.65,0,35.65,0.54,0,0.54,36.19,0,36.19,35.22,0,35.22
GA,13,Mitchell County,205,13205,,0500000US13205,2015,22.574,3.15495703,11.178,0,11.178,3.77,0,3.77,0,0,0,3.77,0,3.77,11.396,0.85,0,0.85,75,0.99,89,1.84,0.96,0,0.96,0,0,0,0.96,0,0.96,50.19,1.85,52.04,--,52.04,81.79,6.24,0,88.03,50.15,1.85,52,--,52,81.75,6.24,0,87.99,0.04,0,0.04,--,0.04,0.04,0,0,0.04,0.8,0.03,0.83,12.68,--,12.68,0,--,0,12.68,--,12.68,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0,0,0,0.09,0,0.09,--,--,0.06,0,0.06,120.37,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0.09,0,0.09,0,0,0,0.09,0,0.09,--,--,0.06,0,0.06,120.37,69.34,0,69.34,1.88,0,1.88,71.22,0,71.22,52.1,0,52.1
GA,13,Monroe County,207,13207,,0500000US13207,2015,27.103,1.765487215,0.299,14.053,14.352,0.01,0,0.01,1.57,0,1.57,1.58,0,1.58,12.751,0.96,0,0.96,75,1.39,97,2.35,0,0,0,0,0,0,0,0,0,0.25,0.18,0.43,--,0.43,0.43,0,0,0.43,0.09,0.01,0.1,--,0.1,0.12,0,0,0.12,0.16,0.17,0.33,--,0.33,0.31,0,0,0.31,0.19,0.02,0.21,0.12,--,0.12,0,--,0,0.12,--,0.12,0.16,0,0.16,0,0,0,0.16,0,0.16,0.06,0,0.06,44.33,0,44.33,44.39,0,44.39,--,--,23.43,0,23.43,16989.3,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0.06,0,0.06,44.33,0,44.33,44.39,0,44.39,--,--,23.43,0,23.43,16989.3,1.75,0,1.75,46.1,0,46.1,47.85,0,47.85,23.86,0,23.86
GA,13,Montgomery County,209,13209,,0500000US13209,2015,8.951,0.196626075,3.865,0,3.865,0.18,0,0.18,0,0,0,0.18,0,0.18,5.086,0.38,0,0.38,75,0.18,47,0.56,0,0,0,0,0,0,0,0,0,0.61,0.4,1.01,--,1.01,3.17,0.11,0,3.28,0.61,0.24,0.85,--,0.85,3.02,0.11,0,3.13,0,0.16,0.16,--,0.16,0.15,0,0,0.15,0.07,0.03,0.1,0,--,0,0,--,0,0,--,0,0.09,0,0.09,0,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,1.33,0,1.33,0.43,0,0.43,1.76,0,1.76,1.01,0,1.01
GA,13,Morgan County,211,13211,,0500000US13211,2015,18.046,0.269311759,1.284,6.549,7.833,0.06,0,0.06,1.28,0,1.28,1.34,0,1.34,10.213,0.77,0,0.77,75,0.56,71,1.33,0.02,0,0.02,0,0,0,0.02,0,0.02,0.03,1.47,1.5,--,1.5,1.67,0,0,1.67,0.03,1.05,1.08,--,1.08,1.27,0,0,1.27,0,0.42,0.42,--,0.42,0.4,0,0,0.4,0.03,1.17,1.2,0,--,0,0,--,0,0,--,0,0.03,0,0.03,0,0,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0.94,0,0.94,3.92,0,3.92,4.86,0,4.86,1.5,0,1.5
GA,13,Murray County,213,13213,,0500000US13213,2015,39.565,0.079868571,12.498,17.257,29.755,0.55,0,0.55,1.34,0,1.34,1.89,0,1.89,9.81,0.74,0,0.74,75,1.89,64,2.63,0,0,0,0,0,0,0,0,0,0,0.19,0.19,--,0.19,0.3,0,0,0.3,0,0.19,0.19,--,0.19,0.3,0,0,0.3,0,0,0,--,0,0,0,0,0,0,0.32,0.32,0,--,0,0,--,0,0,--,0,0.02,0,0.02,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,1.31,0,1.31,1.85,0,1.85,3.16,0,3.16,0.19,0,0.19
GA,13,Muscogee County,215,13215,,0500000US13215,2015,200.579,0.216174176,0,200.579,200.579,0,0,0,36.77,0,36.77,36.77,0,36.77,0,0,0,0,N/A,17.03,85,17.03,0,0,0,0,0,0,0,0,0,0.1,0.31,0.41,--,0.41,0.4,0,0,0.4,0,0,0,--,0,0,0,0,0,0.1,0.31,0.41,--,0.41,0.4,0,0,0.4,0,0,0,0,--,0,0,--,0,0,--,0,0.23,0,0.23,0,0,0,0.23,0,0.23,0,0,0,5.95,0,5.95,5.95,0,5.95,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,5.95,0,5.95,5.95,0,5.95,--,--,0,0,0,0,0.33,0,0.33,43.03,0,43.03,43.36,0,43.36,0.41,0,0.41
GA,13,Newton County,217,13217,,0500000US13217,2015,105.473,0.149422127,1.526,86.6,88.126,0.09,0,0.09,13.64,0,13.64,13.73,0,13.73,17.347,1.3,0,1.3,75,6.35,72,7.65,0,0,0,0,0,0,0,0,0,0.22,0.31,0.53,--,0.53,0.69,0,0,0.69,0.01,0.02,0.03,--,0.03,0.21,0,0,0.21,0.21,0.29,0.5,--,0.5,0.48,0,0,0.48,0.05,0.1,0.15,0,--,0,0,--,0,0,--,0,0.05,0,0.05,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,1.71,0,1.71,14.05,0,14.05,15.76,0,15.76,0.53,0,0.53
GA,13,Oconee County,219,13219,,0500000US13219,2015,35.965,0.140136244,4.522,19.831,24.353,0.35,0,0.35,0,0,0,0.35,0,0.35,11.612,0.87,0,0.87,75,1.62,67,2.49,0,0,0,0,0,0,0,0,0,3.26,0.18,3.44,--,3.44,1.49,0,0,1.49,3.26,0,3.26,--,3.26,1.31,0,0,1.31,0,0.18,0.18,--,0.18,0.18,0,0,0.18,0.38,0,0.38,0,--,0,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,4.86,0,4.86,0.18,0,0.18,5.04,0,5.04,3.44,0,3.44
GA,13,Oglethorpe County,221,13221,,0500000US13221,2015,14.871,0.287808486,2.597,1.966,4.563,0.13,0,0.13,0.13,0,0.13,0.26,0,0.26,10.308,0.77,0,0.77,75,0.24,53,1.01,0,0,0,0,0,0,0,0,0,0.23,0.04,0.27,--,0.27,0.34,0,0,0.34,0.23,0.04,0.27,--,0.27,0.34,0,0,0.34,0,0,0,--,0,0,0,0,0,2.28,0.52,2.8,0,--,0,0,--,0,0,--,0,0.17,0,0.17,0.01,0,0.01,0.18,0,0.18,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,3.58,0,3.58,0.7,0,0.7,4.28,0,4.28,0.27,0,0.27
GA,13,Paulding County,223,13223,,0500000US13223,2015,152.238,0.020362853,1.614,120.76,122.374,0.1,0,0.1,0,0,0,0.1,0,0.1,29.864,2.24,0,2.24,75,8.07,66,10.31,0,0,0,0,0,0,0,0,0,0.13,0.46,0.59,--,0.59,0.46,0,0,0.46,0.13,0,0.13,--,0.13,0.02,0,0,0.02,0,0.46,0.46,--,0.46,0.44,0,0,0.44,0.09,0,0.09,0,--,0,0,--,0,0,--,0,0.08,0,0.08,0,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,2.64,0,2.64,0.46,0,0.46,3.1,0,3.1,0.59,0,0.59
GA,13,Peach County,225,13225,,0500000US13225,2015,26.72,0.283308383,17.482,0,17.482,2.31,0,2.31,0,0,0,2.31,0,2.31,9.238,0.69,0,0.69,75,1.34,77,2.03,0.2,0,0.2,0,0,0,0.2,0,0.2,4.1,0.17,4.27,--,4.27,9.69,1.71,0,11.4,4.1,0.17,4.27,--,4.27,9.69,1.71,0,11.4,0,0,0,--,0,0,0,0,0,0.01,0,0.01,0,--,0,0,--,0,0,--,0,0.09,0,0.09,0,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,7.4,0,7.4,0.17,0,0.17,7.57,0,7.57,4.27,0,4.27
