Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/18/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,
Barbados,BRB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6866.703611,6823.630479,6704.134156,6971.475657,7313.359817,7550.179053,8012.352011,8443.871954,9515.086223,9866.845221,10143.33552,10070.42149,10186.91102,10465.69543,11067.64106,12077.47655,12896.56375,13843.19969,13945.35463,13526.96527,13796.18079,13598.25827,13943.50754,13827.85988,13770.25978,13618.16642,13397,,117
Uruguay,URY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,917.1629337,709.8084251,1204.99548,1323.026833,1118.894771,1161.618569,1304.274555,1547.246517,2259.661626,3049.37164,3417.911514,2786.061779,1474.671723,1368.088376,1316.426146,1666.022964,2093.580923,2325.705129,2366.88195,2606.510303,3161.783199,3620.258206,4216.867268,4866.786607,5307.12448,5608.783347,6538.888778,6873.386508,6493.417527,6173.681313,5646.581915,3716.113419,3116.807952,3521.777415,4539.018219,5134.111308,6122.619774,7793.954419,8089.342846,10095.77174,12111.6646,12966.32923,14476.93712,14273.22727,13302.57119,13114,,90
Trinidad and Tobago,TTO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,725.4623766,782.6492604,920.4027325,1129.337846,1342.844295,1868.116174,1775.569454,2234.646338,2733.083886,2763.988609,3762.983383,4506.405572,6257.250025,5544.220226,5225.035211,4789.572854,3203.223784,3001.854838,2828.508889,2444.014433,2835.332604,3090.657853,3126.493411,2721.529588,2942.568191,3189.351327,3256.591476,3425.903001,3827.624154,4113.485501,4625.819044,5284.639977,5361.086823,6407.994973,7978.009146,8725.294148,9449.0424,11399.55208,15064.84929,10627.89709,12537.94678,12274.14019,11932.40715,13354.03758,13169.08904,13918.90206,12969,,96
Slovak Republic,SVK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3751.06551,4063.514706,3999.384735,4320.450668,4335.614184,4166.322873,4442.029172,5047.988776,6353.348738,7990.4306,8936.349316,10191.59338,12678.18277,14933.1678,13082.04054,12941.09693,13890.87152,13458.78351,14261.64425,14498.12694,12543.69603,12870,,33
Seychelles,SYC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4669.608004,4573.331904,5495.216482,5863.297246,5935.387232,5901.930467,5748.639612,6594.149927,6929.031888,6914.931378,6619.070741,6602.352082,6627.732996,7178.221356,9336.521432,10346.38871,11376.07588,10697.07979,9060.846712,8530.564994,9148.702691,10297.02564,10950.96574,13110.82423,12626.15979,12345.57997,12716,,93
Lithuania,LTU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707.025192,1884.543039,2328.805992,2630.975425,2564.027371,2741.370079,2966.947241,3527.485227,4634.048538,5703.798965,6774.253695,7934.337459,10389.31557,12632.04904,10302.276,10030.3512,11907.67998,11995.94483,13186.96187,14133.47605,11784.19757,12325,,21
Panama,PAN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,815.1924391,869.3305335,968.1927762,1072.749328,1189.558177,1205.89719,1237.044049,1438.864902,1577.638173,1898.609965,2064.246206,2356.925237,2511.629211,2445.6408,2628.73606,2533.516273,2808.739178,2255.678717,2167.53504,2320.150514,2419.302465,2784.555084,3009.083078,3182.924979,3117.153645,3186.593747,3300.804183,3511.50648,3536.01571,3576.862428,3538.892511,3745.17856,3759.153066,3991.826035,4281.408284,4637.797651,5334.589564,6309.132093,6679.909667,6919.038928,8326.425865,9487.113526,10506.20196,11178.41226,11162.28652,11447,,70
Latvia,LVA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.685081,1578.030063,1801.098289,2012.440672,2130.671945,2399.520575,2662.179749,3115.443521,3883.876989,4778.304962,5826.425416,7228.753355,10598.61957,12526.91312,10201.79779,8601.758801,10349.66472,10290.37398,11385.27478,11954.36762,10445.30508,10891,,14
Chile,CHL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,811.4296828,979.394241,1060.964793,1428.929586,1301.931672,557.5958813,761.4352078,1065.822987,1210.138209,1630.896931,2156.610159,2548.373448,1732.075698,1312.311206,1224.443082,1003.258653,1096.029285,1305.122144,1481.254656,1668.278734,1882.57175,2159.468414,2656.202513,2868.260085,3223.217618,4108.210113,4303.545598,4646.476943,4511.624527,4000.475187,4026.499091,3688.876303,3586.725909,3708.429785,4501.593266,5456.778969,6030.128683,6822.999575,7468.454107,7428.571049,9191.857509,10635.15936,11484.20948,12058.79192,11349.82989,10725.58664,10860,,57
Argentina,ARG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1195.191954,1304.830589,1299.440586,1971.027932,2652.003868,1899.230507,1789.809458,1942.629092,1951.196668,2231.522073,2414.597731,2405.880341,2475.942761,3014.485345,2257.998207,2479.274899,3162.387835,3092.257586,3478.111945,1929.283049,3717.492889,5082.627516,6158.889787,6329.504739,6765.440571,6616.088909,6853.529257,7113.064468,7181.074054,6644.337287,6520.19342,6073.20257,1929.413754,2623.057437,3412.951267,4170.523921,4867.422377,6076.359978,7546.595522,6922.963679,8751.992106,10930.02742,11189.26628,11216.58141,10536.78314,11728.03506,10730,,116
Poland,POL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265.260666,1478.177605,1706.993201,2270.327351,3016.630111,3429.48539,3454.298035,3814.885316,3703.934209,3839.34736,4241.965561,4429.514266,4807.939877,5522.344377,6761.963641,7587.19471,9395.273414,11968.24764,9836.02393,10713.64389,11862.88324,11221.49549,11743.23222,12159.73234,10657.70574,10463,,24
Costa Rica,CRI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,487.6052789,537.595106,642.7030457,690.5018198,769.5722333,939.3705751,1175.014236,1303.26806,1425.186516,1676.161147,797.1839019,702.7186069,1261.028657,1476.765087,1522.177442,1716.967912,1774.858704,1789.922142,1974.744247,2126.65362,2028.067279,2356.927411,2578.403444,2779.866653,2955.758933,2932.138182,3088.130417,3245.926328,2976.728225,3384.655426,3539.441913,3614.694308,3708.715663,3953.545436,4211.706213,4735.303287,5552.425736,6321.029832,6141.526112,7373.219044,8270.957192,9011.537203,9486.740664,9504.345267,10169.66813,10442,,62
Central Europe and the Baltics,CEB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1859.772686,2235.265705,2798.841729,3010.631194,3002.457469,3313.82561,3190.199537,3189.084439,3514.12713,3974.413136,4747.792608,5680.465541,6715.028052,7581.694955,9545.246724,11710.77695,9814.745913,10046.19131,11074.23843,10424.08253,11032.92827,11443.07991,9999.404995,10143,,#N/A
Hungary,HUN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3094.944927,3324.437955,3456.028006,3439.563611,3459.772049,3600.000121,3597.246017,3507.796558,4044.787359,5183.79312,6630.525719,8081.191856,8787.796214,8963.115279,10670.456,12121.17631,10024.61651,10030.04468,10820.39217,9907.308477,10791.43549,11075.52077,9650.375043,9991,,41
Croatia,HRV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4023.419216,4423.969562,4395.501337,4756.890523,4229.642405,4034.772808,4215.308012,4967.270302,6247.218558,7595.231346,8460.31179,9359.599181,11209.74974,13019.49416,11341.05032,10885.31936,11781.27703,10697.28618,11164.43134,11101.3359,9681.344737,9686,,43
Maldives,MDV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,569.9245642,577.7806517,551.6033368,715.2393553,751.0568128,823.3855251,876.0197378,988.4119214,1067.081707,1183.010893,1403.507914,1556.263817,1706.76293,1785.704841,1900.866523,1986.790918,2759.131048,2798.69469,3183.528827,3663.363173,3338.965732,4443.546048,4435.457184,5322.291224,5148.82807,5414.454326,7515.292031,7396.907941,8349.048388,8902.36604,9214.262604,9518,,135
Turkey,TUR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,458.5317399,425.5496776,521.857152,644.3737214,866.3108709,963.5377701,1080.630555,1209.110605,1310.090219,1744.705729,1302.513689,1309.926312,1161.882922,1085.755751,1031.253381,1134.54202,1252.521673,1389.220467,1406.574894,1658.083706,2325.117084,2267.131027,2361.456017,2660.759588,1847.890975,2391.080328,2533.010274,2616.691213,3758.946959,3394.366913,3576.015619,2498.610092,2940.2282,3846.818948,4982.573265,6149.271844,6707.397324,8122.296637,9064.980086,7449.838003,8960.560602,9583.491568,9899.964746,10631.65159,10232.32806,9235.402578,9065,,69
Small states,SST,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3359.442954,3489.210926,4053.387045,4640.364803,5176.290451,5964.817601,7057.635907,8222.741477,7049.560865,7781.20483,9013.946123,9413.784212,9865.855179,10123.36454,9184.056005,9042,,#N/A
World,WLD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,699.2515427,753.5123042,852.7008962,1018.522268,1126.149949,1227.913015,1308.429598,1449.996421,1680.380371,1871.646788,2046.966754,2071.678821,2029.275288,2028.227754,2078.427664,2144.425738,2509.296472,2800.738873,3102.266802,3180.652343,3505.614667,3659.980564,3839.418598,3831.2481,4071.097375,4464.405422,4516.319003,4451.870361,4410.994808,4497.826276,4565.995299,4483.818924,4591.837183,5091.676457,5666.013252,6040.713427,6474.755486,7174.971878,7661.125894,7224.292531,7850.391209,8575.073244,8692.036723,8817.382623,8985.337996,8442.344046,8414,,#N/A
Mauritius,MUS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,763.5826756,868.1170893,1050.113826,1216.920788,1107.888479,1078.40938,1003.292889,1009.837473,953.4357781,977.8113069,1328.500472,1725.848455,1935.630751,1977.017733,2369.884344,2538.672952,2808.162226,2787.123851,2944.221853,3284.325074,3501.541819,3189.699524,3161.574642,3221.908729,3412.342959,3388.002884,3549.515463,4122.580445,4691.813837,4579.346341,5160.861827,6056.170621,7242.371805,6410.556445,7072.219454,7964.253411,7889.099532,8124.283585,8276.068166,7644.149459,7896,,49
East Asia & Pacific,EAS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,278.3429633,299.5315314,361.2136081,464.5976591,518.0006962,558.2343675,600.661112,703.1084935,874.0058344,915.9980177,961.1613616,1044.944066,1009.667374,1056.907438,1116.111349,1157.481474,1488.366071,1694.669489,2023.872493,2068.749165,2115.281886,2340.62274,2496.168709,2757.856451,3057.45139,3453.823427,3290.978426,3089.388041,2706.623425,2996.008637,3216.797332,2964.577698,2996.899992,3293.643184,3669.575115,3868.447677,4080.955807,4544.747438,5139.526485,5326.68646,6150.113935,7004.747527,7515.683733,7522.230599,7732.435261,7654.953882,7783,,#N/A
Caribbean small states,CSS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1961.037176,2232.239601,2720.978164,2612.985037,2355.830799,2258.153005,2053.10305,2141.366306,2288.587186,2241.294096,2355.908873,2322.917465,2287.291891,2441.579571,2553.365799,2902.301597,3175.057613,3425.724583,3798.286158,3920.477996,4089.89257,4187.82672,4389.997503,4596.970207,5070.248101,5528.46491,6081.83189,6765.509215,7695.568837,6535.258038,7083.502483,7138.771774,7630.367099,7860.392151,7825.646655,8020.206584,7518,,#N/A
St. Lucia,LCA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1080.532696,1224.01585,1315.677929,1406.126299,1521.356368,1635.718395,1928.933338,2078.480468,2295.127775,2566.593701,2843.085006,2957.827007,3253.574826,3217.492078,3323.847638,3453.198718,3576.574748,3599.019391,3849.18681,4011.823548,4033.941159,3758.739339,3817.400017,4091.959322,4288.437422,4553.986873,5553.695701,6196.511777,6153.006814,6146.257496,6679.65997,7017.232911,6898.786794,7136.163422,7091.418333,7477.752275,7492,,86
Malaysia,MYS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,319.2417184,337.6427137,391.147623,575.5555867,682.3900694,646.4946561,730.3572448,842.646251,1008.349638,1179.239152,1348.173405,1388.812334,1448.441529,1511.791923,1629.547637,1401.576364,1223.246567,1380.827219,1528.881218,1611.724525,1769.754302,1977.800455,2334.755219,2601.034394,2819.435288,3263.09687,3550.032983,3371.36718,2243.517453,2374.648869,2750.298379,2688.735695,2928.588196,3211.606852,3606.983986,4124.804819,4685.229454,5606.862309,6472.386491,5643.878083,6934.644075,8064.74272,8204.452974,8395.851675,8612.520512,7616.3833,7477,,23
Romania,ROU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.821116,1160.786408,901.716773,792.6285579,829.4119846,952.4549596,1192.207588,1172.925499,1171.629094,1428.435419,1232.5668,1289.151045,1421.349148,1591.753554,2070.771994,2660.90131,3609.874653,4554.55173,6539.182935,8142.659909,6553.431718,6613.2783,7184.242119,6686.30223,7480.732148,7953.958091,7081.892485,7428,,36
Brazil,BRA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,399.7280341,454.7830534,528.0266166,693.05133,896.0659424,1015.535782,1218.503525,1374.776325,1515.861432,1643.709167,1645.777789,1787.637766,1843.87536,1268.91313,1280.404793,1331.775673,1595.590661,1731.906658,1909.734547,2694.18939,2616.904713,3405.089534,2237.516178,2390.672671,2946.543643,4131.728003,4453.803509,4520.750648,4292.057262,2891.050302,3106.686891,2613.256589,2339.05134,2537.941442,2992.162371,3926.943416,4806.548114,5959.909673,7074.714332,7067.617545,9348.34907,10958.89728,10326.03682,10403.02574,10151.54307,7460.856524,7352,,123
Latin America & Caribbean,LCN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,536.4571376,592.5995062,648.5170589,833.6282446,1044.168519,1069.044624,1153.188564,1242.047444,1371.055586,1551.43478,1776.455185,2015.503346,1810.572125,1532.548735,1479.095861,1498.676842,1516.758452,1558.914347,1762.031423,1966.393493,2176.321849,2706.031642,2520.722397,2871.160915,3225.653248,3344.146977,3553.208665,3821.057459,3776.200715,3314.0264,3578.69728,3448.301825,3012.516269,3032.666673,3443.130967,4107.361096,4730.497757,5597.149913,6434.534734,6070.017321,7468.712432,8314.75581,8347.093286,8506.665894,8604.029618,7348.581231,7029,,#N/A
Latin America & the Caribbean (IDA & IBRD countries),TLA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,530.3817314,584.0905853,637.8299666,821.8856256,1033.360642,1054.723128,1138.924931,1228.796301,1350.804585,1530.523651,1759.605599,2003.018023,1791.620523,1505.122908,1446.102954,1468.90608,1484.573657,1525.39906,1727.58262,1936.181287,2146.750878,2694.983986,2510.435456,2866.13664,3214.280428,3330.109047,3551.286149,3821.679973,3773.488482,3298.42721,3562.917403,3427.780948,2981.616067,2998.007406,3410.112341,4074.32376,4688.293769,5557.601581,6399.776944,6029.061901,7440.124113,8287.35848,8307.576781,8461.685554,8556.252592,7301.747594,6981,,#N/A
Mexico,MEX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,612.0083451,655.5738143,730.429912,868.7952754,1089.720371,1285.109813,1254.509074,1113.379696,1354.556389,1693.866912,2349.237431,2968.144072,1909.391249,1532.869783,1820.110591,1907.51881,1287.915307,1372.286175,1823.874284,2209.760764,2582.136493,3119.041557,3544.36238,4851.585718,4967.945711,3016.109763,3457.936413,4204.237734,4344.338648,4952.194605,5727.474588,6042.912265,6106.729085,5736.20789,6100.196848,6649.241605,7258.483938,7998.631686,8216.222505,6646.602597,7698.821794,8234.168732,8169.371377,8504.887296,8774.804918,7788.535254,6971,,47
Lebanon,LBN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971.3345331,1068.358154,1536.546961,1706.631695,2227.351181,2809.693326,3409.770056,3865.845018,4114.931804,4507.376866,4600.341659,4498.405011,4349.060744,4389.383596,3749.472049,4516.978907,4598.764231,4419.199799,5131.089032,6028.728748,7119.752633,7354.071577,7213.798086,7325.450276,7137.352333,6919.133813,6826.146405,6599,,126
Late-demographic dividend,LTE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,185.0459328,201.1828023,225.4961897,279.5820746,315.2428983,340.0692304,358.1243233,408.1220239,416.0964873,467.6924301,507.6739641,534.075636,541.337408,490.327335,512.7724498,529.7326341,565.5599479,574.2882033,640.8977319,761.8369828,773.5778312,887.7324927,829.6656022,857.9314286,1009.665339,1248.355224,1387.169305,1442.412209,1382.763548,1258.701859,1360.655696,1396.185839,1470.122452,1657.706424,1967.644514,2337.105764,2800.440118,3531.243829,4297.970336,4214.954433,4969.670048,5914.379915,6337.817674,6776.037153,7016.452314,6543.865135,6438,,#N/A
Latin America & Caribbean (excluding high income),LAC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,450.5010929,496.615024,560.4280111,687.7798404,867.2507013,996.057983,1095.082059,1167.965001,1303.86766,1460.658335,1668.299067,1920.207109,1708.173965,1373.200895,1384.564292,1395.518421,1356.353328,1398.208485,1591.035908,1949.402752,2022.451014,2490.7546,2168.473533,2539.087518,2884.539703,2996.33974,3202.539779,3463.40517,3406.835104,2950.138799,3257.481601,3161.130015,3019.676504,2983.784933,3345.447427,3985.391105,4599.785039,5430.316644,6202.522509,5853.321086,7196.069596,7901.491751,7871.78318,8009.295243,8191.750727,6686.066298,6407,,#N/A
Bulgaria,BGR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1885.651691,1893.004429,1838.147833,1579.567273,1682.075316,1634.514229,1930.937398,2663.734918,2090.626218,2031.896158,1834.656938,953.416122,1027.871396,1077.764368,997.570264,1350.497531,1049.691615,1201.395895,1520.982805,1359.288169,1356.427733,1536.096546,1847.66386,2357.318871,2924.887065,3318.319867,3704.607827,4634.186657,5974.134123,5802.643819,5580.350044,6348.5047,6166.983226,6391.005104,6563.615172,5797.339762,6326,,39
China,CHN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,110.3259723,115.4136899,127.885977,151.9026919,151.5480272,166.2647625,152.0171102,169.681952,141.4792552,158.2838631,164.0416932,166.619611,177.2408815,200.8781847,226.5079339,251.4343961,245.5694242,217.5711903,248.4953878,269.3968662,271.2628566,290.5326683,322.6211241,328.8558344,433.5767591,548.5872419,634.7849629,700.8559739,735.8342736,771.4299453,836.8318337,915.0874564,1006.278613,1128.268345,1298.870097,1488.339614,1772.994629,2256.343123,2809.237884,3192.419187,3670.49174,4382.443555,5007.502476,5520.334252,6064.120073,6352.626327,6309,,78
Montenegro,MNE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4129.551001,5404.389921,6675.826913,5899.588189,5867.354927,6607.324061,5954.738795,6517.44353,6639.199738,5920.17083,6278,,51
Upper middle income,UMC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,200.8272871,215.5457887,243.6452354,304.0090751,360.7949989,404.5216736,428.3039583,469.8644913,489.2631287,562.329372,625.2283297,686.33768,659.8340264,623.8488163,650.8230903,666.1179599,683.9178309,665.4359149,724.849571,821.1616369,905.3585434,1024.127475,993.2942149,1081.738052,1186.051156,1320.250689,1446.217618,1535.623442,1513.013679,1418.643285,1547.847875,1564.959854,1630.246706,1802.507006,2132.71313,2522.783543,2970.830592,3694.929603,4404.289866,4308.552722,5120.446314,5952.399041,6354.466273,6686.839197,6913.073245,6411.299511,6249,,#N/A
Europe & Central Asia (IDA & IBRD countries),TEC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346.656567,1362.641834,1225.048288,1398.995464,1554.658388,1641.811583,1668.138247,1491.115075,1631.988213,1642.665481,1848.591723,2264.497888,2954.430293,3703.121508,4472.316537,5835.186267,7191.11483,5665.708791,6669.268849,8021.033542,8310.038194,8799.298547,8266.229995,6501.38097,6143,,#N/A
Dominica,DMA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,758.0321992,850.5029117,922.4966218,1019.991472,1135.480559,1209.079334,1436.670478,1608.959857,1862.413332,1955.90856,2165.264182,2307.232281,2467.647648,2593.301365,2723.473975,2812.093284,2909.715798,3063.926317,3276.077534,3275.242694,4016.809797,4252.179222,4137.129643,4287.386832,4490.239871,4445.655444,4861.88068,5155.707406,5618.485294,5907.722883,5977.210413,5816.064345,5413.279574,5416.245284,5674.979375,5691.329158,6089,,101
Middle East & North Africa,MEA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846.404731,1887.036983,2089.280992,2273.664446,2333.809734,2295.175533,2328.578016,2435.045894,2470.133679,2437.764822,2637.994074,2993.122908,3443.998331,3978.708887,4720.490615,5616.463749,5120.526812,5814.847524,6620.992634,6977.893822,6851.701151,6856.738915,6162.157717,6011,,#N/A
Dominican Republic,DOM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,343.667848,406.4563209,457.7852754,554.1407364,665.6610158,712.0422525,794.0875365,823.9989409,932.8764651,1048.738157,1116.132768,1210.032351,1276.549406,1497.658955,692.1430327,845.8028353,777.5331384,688.7406126,855.3842576,894.1758783,1212.336933,1394.143894,1536.037932,1706.001156,1874.675601,2070.69329,2208.462836,2351.064471,2353.981992,2539.97625,2604.573859,2703.484383,2026.620418,2049.614867,3267.53529,3400.811638,4089.085158,4579.156844,4556.190691,4996.474133,5235.771485,5408.73482,5363.774425,5569.050304,5800.164684,5976,,103
Europe & Central Asia (excluding high income),ECA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.033282,1319.763168,1101.353718,1208.828844,1337.3087,1432.785829,1419.709345,1238.472207,1387.440373,1356.996841,1558.677817,1969.317511,2650.82386,3351.112835,4115.18556,5430.450157,6664.890099,5201.496642,6237.067455,7616.759096,8011.400081,8500.136,7874.91761,6084.125321,5710,,#N/A
Kazakhstan,KAZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.264735,1007.522239,1034.855494,1048.276016,1132.837639,,859.6755687,734.9785268,991.095536,1090.724565,1376.523335,1803.044377,2131.930601,2929.008724,4360.140973,5286.994908,4859.659696,5784.504419,7204.746447,8037.966184,9612.721992,8918.424217,8033.355099,5470,,35
St. Vincent and the Grenadines,VCT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,784.029206,957.8169796,1052.166082,1129.716127,1234.371344,1332.694604,1404.122306,1569.438387,1725.937893,1882.491489,2062.912757,2195.184365,2435.341071,2505.067663,2505.675405,2742.538042,2903.371296,3013.106441,3222.831045,3305.098097,3380.569874,3658.980278,3914.958869,4011.992588,4276.214778,4498.284641,5025.902087,5306.670639,5652.146899,5495.602609,5393.069198,5236.306366,5173.140456,5385.317056,5375.020392,5421.088247,5357,,125
Botswana,BWA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,851.3037378,916.7776517,827.2785489,867.6973248,846.0422688,743.7306601,911.993313,1184.09881,1573.041601,1776.181438,2322.679252,2453.398406,2538.383871,2594.173254,2249.800905,2556.127583,2444.386326,2586.381332,2591.835022,2710.414769,2756.20648,2727.038477,2312.123418,2977.459351,3401.097102,3879.613731,3761.713166,3977.023927,3927.337842,3590.181833,4584.725307,5998.170866,5477.9511,5266.123678,5683.762088,5054.856567,5319,,71
East Asia & Pacific (IDA & IBRD countries),TEA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,108.0621483,112.5748087,124.3612409,151.7567138,162.6688987,178.1163837,175.01204,197.8134621,186.2173436,199.494075,224.4753067,240.6693483,256.3231478,265.3724982,284.3880643,297.030972,289.9009809,271.9482203,309.9464221,338.109238,351.7855259,384.3362856,426.5791484,461.5329349,565.6634725,682.7939032,771.0386286,790.3240251,712.4498754,771.2527667,832.2740155,866.6123012,958.4364925,1073.413087,1216.416091,1378.671769,1642.201672,2052.202606,2513.147537,2780.619138,3261.771036,3849.283717,4315.913579,4685.607224,5052.747469,5223.58389,5230,,#N/A
Arab World,ARB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1429.434228,1578.046673,1522.135625,1395.804122,1362.742774,1335.156917,1275.25224,1299.052689,1265.116355,1250.168658,1681.443648,1610.794946,1742.014674,1708.213655,1681.297741,1772.525981,1904.215638,1986.563394,1943.168047,2007.063353,2138.10648,2103.352794,2087.465437,2244.371197,2539.108659,2943.748444,3434.308268,3994.852829,4820.6813,4242.503998,4783.437423,5429.710322,5847.78484,5920.747721,6043.694139,5443.483725,5183,,#N/A
East Asia & Pacific (excluding high income),EAP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,106.8677545,111.3303235,122.9839505,150.0731511,160.862287,176.1367475,173.0680486,195.6200992,184.1592257,197.296682,222.0074042,238.0259309,253.5125981,262.4655426,281.272574,293.779548,286.7352715,268.989677,306.5872939,334.4546607,347.988301,380.1860451,421.9628004,456.5248683,559.5141353,675.3666283,762.6587437,781.7534817,704.744825,762.9307469,823.3067767,857.2811655,948.1173158,1061.853871,1203.318286,1363.839269,1624.559066,2030.195023,2486.256501,2750.935144,3227.028471,3808.372881,4270.147117,4636.035768,4999.422592,5168.593814,5175,,#N/A
